Smiles,nM-value,vVirus name
COc1ccc(/C(C)=N/NC(=O)[C@@H]2C[C@H]2c2ccccc2)cc1,4,Hantaan virus
C/C(=N\NC(=O)[C@@H]1C[C@H]1c1ccccc1)c1cccc(C)c1,58,Hantaan virus
C/C(=N\NC(=O)[C@@H]1C[C@H]1c1ccccc1)c1ccc(C)cc1,9,Hantaan virus
C/C(=N\NC(=O)[C@@H]1C[C@H]1c1ccccc1)c1cccc(C)c1C,800,Hantaan virus
C/C(=N\NC(=O)[C@@H]1C[C@H]1c1ccccc1)c1ccc(C)cc1C,170,Hantaan virus
C/C(=N\NC(=O)[C@@H]1C[C@H]1c1ccccc1)c1ccc(C)c(C)c1,3.9,Hantaan virus
C/C(=N\NC(=O)[C@@H]1C[C@H]1c1ccccc1)c1ccc(Cl)c(Cl)c1,72,Hantaan virus
COc1ccc(/C(C)=N/NC(=O)[C@@H]2C[C@H]2c2ccccc2)cc1OC,450,Hantaan virus
C/C(=N\NC(=O)[C@@H]1C[C@H]1c1ccccc1)c1ccc(C2CCCCC2)cc1,24,Hantaan virus
C/C(=N\NC(=O)[C@@H]1C[C@H]1c1ccccc1)c1ccc(-c2ccccc2)cc1,1.3,Hantaan virus
CC(=O)Nc1ccc(/C(C)=N/NC(=O)[C@@H]2C[C@H]2c2ccccc2)cc1,2.6,Hantaan virus
C/C(=N\NC(=O)[C@@H]1C[C@H]1c1ccccc1)c1ccc(NC(=O)C2CC2)cc1,2.1,Hantaan virus
C/C(=N\NC(=O)[C@@H]1C[C@H]1c1ccccc1)c1cccc(NC(=O)c2cccs2)c1,6300,Hantaan virus
C/C(=N\NC(=O)[C@@H]1C[C@H]1c1ccccc1)c1ccc(NC(=O)c2ccc(Cl)s2)cc1,0.95,Hantaan virus
C/C(=N\NC(=O)[C@H]1C[C@@H]1c1ccccc1)c1ccc(NC(=O)c2ccco2)cc1,0.34,Hantaan virus
C/C(=N\NC(=O)[C@@H]1C[C@H]1c1ccc(C(C)(C)C)cc1)c1ccccc1,15,Hantaan virus
C/C(=N\NC(=O)[C@@H]1C[C@H]1c1ccc(C(C)(C)C)cc1)c1ccc(Cl)cc1,6.6,Hantaan virus
C/C(=N\NC(=O)[C@@H]1C[C@H]1c1ccccc1)c1ccc(F)cc1,52,Hantaan virus
C/C(=N\NC(=O)[C@@H]1C[C@H]1c1ccc(C(C)(C)C)cc1)c1ccc(F)cc1,16,Hantaan virus
C/C(=N\NC(=O)[C@@H]1C[C@H]1c1ccccc1)c1cccc(NC(=O)c2ccccc2F)c1,9100,Hantaan virus
C/C(=N\NC(=O)[C@@H]1C[C@H]1c1ccc(C(C)(C)C)cc1)c1cccc(NC(=O)c2ccccc2F)c1,770,Hantaan virus
CN1CCC(Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1,3200,Hantaan virus
COc1ccc(-n2cnc3cc(NCc4ccc(C)cc4)ccc32)cc1,1.6,Hantaan virus
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,1480,Hantaan virus
CC(C)Oc1ccc(-c2ccc3ncn(-c4ccc(OC(C)C)cc4)c3n2)cc1,0.82,Hantaan virus
CC(C)Oc1ccc(-c2ccn3cnc(-c4ccc(OC(C)C)cc4)c3c2)cc1,20.92,Hantaan virus
CC(C)Oc1ccc(-c2ccc3ncc(-c4ccc5[nH]ccc5c4)n3c2)cc1,8.41,Hantaan virus
CC(C)Oc1ccc(-c2ncc3ncn(-c4ccc(OC(C)C)cc4)c3n2)cc1,10.71,Hantaan virus
CC(C)Oc1ccc(-c2cnc3ccc(-c4ccc(OC(C)(C)O)cc4)cn23)cc1,1.11,Hantaan virus
Cc1c(-c2ccc(OC(C)C)cc2)ccc2ncc(-c3ccc(OC(C)C)cc3)n12,0.32,Hantaan virus
CC(=O)c1ccc(-c2ccc3ncc(-c4ccc(OC(C)C)cc4)n3c2)cc1,0.29,Hantaan virus
CC(C)Nc1ccc(-c2ccc3ncc(-c4ccc(OC(C)C)cc4)n3c2)cc1,0.56,Hantaan virus
CC(C)Oc1ccc(-c2ccc3ncc(-c4ccc(OC(C)C)cc4)n3n2)cc1,1.5,Hantaan virus
CC(C)Oc1ccc(-c2ccc3ncc(-c4ccc(OC(C)(C)O)cc4)n3c2)cc1,0.85,Hantaan virus
CC(C)Oc1ccc(-c2cnc3ccc(-c4ccc(OC(C)(C)C)cc4)cn23)cc1,0.67,Hantaan virus
CC(C)OC(=O)c1ccc(-c2ccc3ncc(-c4ccc(OC(C)C)cc4)n3c2)cc1,4.98,Hantaan virus
Cc1cc2nnn(-c3ccc(OC(C)C)cc3)c2cc1-c1ccc(OC(C)C)cc1,1.05,Hantaan virus
CC(C)Oc1ccc(-c2cnc3ccc(-c4ccc(OC(F)F)cc4)cn23)cc1,4.35,Hantaan virus
CC(C)Oc1ccc(-c2ccc3nnn(-c4ccc(OC(C)C)cc4)c3c2)cc1,2.82,Hantaan virus
CC(C)Oc1ccc(-c2ccc3ncc(-c4ccc(OC(C)C)nc4)n3c2)cc1,3.61,Hantaan virus
CC(C)Oc1ccc(-c2ccc3ncc(-c4ccc(OC(C)(C)C)cc4)n3c2)cc1,0.4,Hantaan virus
Cc1cc2ncc(-c3ccc(OC(C)C)cc3)n2cc1-c1ccc(OC(C)C)cc1,0.42,Hantaan virus
CC(C)Oc1ccc(-c2cnc3ccc(-c4ccc(O)cc4)cn23)cc1,2.69,Hantaan virus
CC(C)Oc1ccc(-c2ccc3ncn(-c4ccc(OC(C)C)cc4)c3c2)cc1,0.82,Hantaan virus
CC(C)Oc1ccc(-c2cnc3ccc(-c4ccc(OC5CC5)cc4)cn23)cc1,7.25,Hantaan virus
CC(C)Oc1ccc(-c2cnc3ccc(-c4ccc5[nH]ccc5c4)cn23)cc1,2.03,Hantaan virus
COc1cc2ncc(-c3ccc(OC(C)C)cc3)n2cc1-c1ccc(OC(C)C)cc1,13.72,Hantaan virus
CC(C)Oc1ccc(-c2cnc3ncc(-c4ccc(OC(C)C)cc4)n3c2)cc1,1.24,Hantaan virus
CC(C)Oc1ccc(-c2cnc3ccc(-c4ccc(OC(C)C)nc4)cn23)cc1,6.07,Hantaan virus
CC(C)Oc1ccc(-c2cn3c(-c4ccc(OC(C)C)cc4)cnc3cn2)cc1,2.95,Hantaan virus
CC(C)Oc1ccc(-c2cnc3ccc(-c4ccc(C5(N)CC5)cc4)cn23)cc1,7.97,Hantaan virus
CC(C)Oc1ccc(-c2cnc3ccc(-c4cnn(C5CC5)c4)cn23)cc1,13.36,Hantaan virus
CC(C)Oc1ccc(-c2ccc3nnc(-c4ccc(OC(C)C)cc4)n3c2)cc1,9.6,Hantaan virus
CC(C)Oc1ccc(-c2cc3c(cn2)ncn3-c2ccc(OC(C)C)cc2)cc1,17.75,Hantaan virus
Cc1cc(-c2ccc(OC(C)C)cc2)cn2c(-c3ccc(OC(C)C)cc3)cnc12,15.48,Hantaan virus
CC(C)Oc1ccc(-c2ccc3ncc(-c4cccc(OC(C)C)c4)n3c2)cc1,14.46,Hantaan virus
Cc1cc(OC(C)C)ccc1-c1ccc2ncc(-c3ccc(OC(C)C)cc3)n2c1,18.13,Hantaan virus
CC(C)Oc1ccc(-c2ccc3ncc(-c4ccc(OC5CC5)cc4)n3c2)cc1,1.35,Hantaan virus
CC(=O)c1ccc(-c2cnc3ccc(-c4ccc(OC(C)C)cc4)cn23)cc1,0.67,Hantaan virus
CC(C)Oc1ccc(-c2ccc3[nH]nc(-c4ccc(OC(C)C)cc4)c3c2)cc1,10.5,Hantaan virus
Cc1cc2ncc(-c3ccc(OC(C)(C)C)cc3)n2cc1-c1ccc(OC(C)C)cc1,0.68,Hantaan virus
Cc1cc2ncn(-c3ccc(OC(C)C)cc3)c2cc1-c1ccc(OC(C)C)cc1,0.65,Hantaan virus
Cc1cc(-c2ccc3ncc(-c4ccc(OC(C)C)cc4)n3c2)ccc1OC(C)C,2.35,Hantaan virus
CC(C)Oc1ccc(-c2cn3c(-c4ccc(OC(C)C)cc4)cnc3cc2C#N)cc1,1.4,Hantaan virus
Cc1cc2ncn(-c3ccc(OC(C)(C)C)cc3)c2cc1-c1ccc(OC(C)(C)O)cc1,4,Hantaan virus
CC(C)Oc1ccc(-c2ccc3ncc(-c4ccc(OC(C)C)cc4)n3c2)cc1,1.03,Hantaan virus
O=C(c1cc2ccccc2s1)N1CC(=O)N(Cc2ccc(Cl)cc2)C(Cc2ccccc2)C1,2100,Hantaan virus
Cc1ccc(CN2C(=O)CN(C(=O)c3ccc(C)cc3)CC2CCc2ccccc2)cc1,1200,Hantaan virus
COc1ccc(CN2C(=O)CN(C(=O)c3cc4ccccc4[nH]3)CC2CCc2ccccc2)cc1,1700,Hantaan virus
COc1ccc(CN2C(=O)CN(C(=O)c3cc4ccccc4o3)CC2CCc2ccccc2)cc1,1000,Hantaan virus
Cc1ccc(CN2C(=O)CN(C(=O)c3cc4ccccc4o3)C[C@H]2Cc2ccccc2)cc1,3000,Hantaan virus
O=C(c1cc2ccccc2o1)N1CC(=O)N(Cc2cccc(C(F)(F)F)c2)C(Cc2ccccc2)C1,1800,Hantaan virus
COc1ccc(CN2C(=O)CN(C(=O)c3cc4ccccc4[nH]3)CC2Cc2ccccc2)cc1,1200,Hantaan virus
COc1ccc(C(=O)N2CC(=O)N(Cc3ccc(C)cc3)C(CCc3ccccc3)C2)cc1,400,Hantaan virus
COc1ccc(CN2C(=O)CN(C(=O)c3cc4ccccc4s3)CC2CCc2ccccc2)cc1,500,Hantaan virus
Cc1ccc(CN2C(=O)CN(Cc3cc4ccccc4o3)C[C@@H]2Cc2ccccc2)cc1,10000,Hantaan virus
Cc1ccc(CN2C(=O)CN(C(=O)c3cc4ccccc4o3)CC2Cc2ccccc2)cc1,800,Hantaan virus
CCC1CN(C(=O)c2cc3ccccc3o2)CC(=O)N1Cc1cccc(C(F)(F)F)c1,1600,Hantaan virus
CCC1CN(C(=O)c2cc3ccccc3[nH]2)CC(=O)N1Cc1cccc(C(F)(F)F)c1,2400,Hantaan virus
O=C(c1cc2ccccc2o1)N1CC(=O)N(Cc2ccc(Cl)cc2)C(Cc2ccccc2)C1,800,Hantaan virus
COc1ccc(CN2C(=O)CN(C(=O)c3cc4ccccc4o3)CC2Cc2ccccc2)cc1,600,Hantaan virus
Cc1ccc(CN2C(=O)CN(C(=O)c3cc4ccccc4o3)C[C@@H]2Cc2ccccc2)cc1,200,Hantaan virus
Cc1ccc(CN2CCN(C(=O)c3cc4ccccc4o3)C[C@@H]2Cc2ccccc2)cc1,3100,Hantaan virus
NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,3500,Hantaan virus
COCCN1CN(C2c3ccccc3CCc3ccccc32)n2cc(C(=O)O)c(=O)c(O)c2C1=O,5.3,Hantaan virus
Cc1ccc2c(c1)C(N1CN(C(C)C)C(=O)c3c(O)c(=O)c(C(=O)O)cn31)c1cc(C)ccc1CC2,100,Hantaan virus
CC(C)N1CN(Cc2ccccc2-c2ccccc2)n2cc(C(=O)O)c(=O)c(O)c2C1=O,499,Hantaan virus
O=C(Nc1nnn[nH]1)c1cn2c(c(O)c1=O)C(=O)N(CC1CC1)CN2C1c2ccccc2CCc2ccccc21,284,Hantaan virus
O=C(NO)c1cn2c(c(O)c1=O)C(=O)N(CC1CC1)CN2C1c2ccccc2CCc2ccccc21,109,Hantaan virus
O=C(O)c1cn2c(c(O)c1=O)C(=O)N(CC1CCCC1)CN2C1c2ccccc2CCc2ccccc21,17,Hantaan virus
Cc1cccc2c1CCc1c(C)cccc1C2N1CN(C(C)C)C(=O)c2c(O)c(=O)c(C(=O)O)cn21,1.7,Hantaan virus
CCN1CN(C2c3ccccc3CCc3ccccc32)n2cc(C(=O)O)c(=O)c(O)c2C1=O,6.2,Hantaan virus
CC(C)N1CN(C2c3ccccc3CCc3ccccc32)n2cc(C(=O)O)c(=O)c(O)c2C1=O,4.5,Hantaan virus
CC(C)N1CN(C2c3ccccc3CSc3ccccc32)n2cc(C(=O)O)c(=O)c(O)c2C1=O,8,Hantaan virus
COC(=O)c1cn2c(c(O)c1=O)C(=O)N(CC1CC1)CN2C1c2ccccc2CCc2ccccc21,305,Hantaan virus
O=C(O)c1cn2c(c(O)c1=O)C(=O)N(C1CC1)CN2C1c2ccccc2CCc2ccccc21,7.8,Hantaan virus
O=C(O)c1cn2c(c(O)c1=O)C(=O)N(CC1CC1)CN2C1c2ccccc2CCc2ccccc21,4.1,Hantaan virus
CN1CN(C2c3ccccc3CCc3ccccc32)n2cc(C(=O)O)c(=O)c(O)c2C1=O,24,Hantaan virus
O=C(O)c1cn2c(c(O)c1=O)C(=O)N(CC1CCCCC1)CN2C1c2ccccc2CCc2ccccc21,15,Hantaan virus
Cc1ccc2c(c1)CCc1cc(C)ccc1C2N1CN(C(C)C)C(=O)c2c(O)c(=O)c(C(=O)O)cn21,13,Hantaan virus
O=C1c2c(O)c(=O)c(-c3noc(=O)[nH]3)cn2N(C2c3ccccc3CCc3ccccc32)CN1CC1CC1,119,Hantaan virus
O=C1c2c(O)c(=O)c(-c3nnn[nH]3)cn2N(C2c3ccccc3CCc3ccccc32)CN1CC1CC1,127,Hantaan virus
COc1ccc(-n2cnc3cc(NCc4ccc(C(C)C)cc4)ccc32)cc1,3.1,Hantaan virus
CCOc1ccc(-c2c[nH]c3cc(NCc4ccc(CC)cc4)ccc23)cc1,40,Hantaan virus
CCOc1ccc(-n2cnc3cc(NCc4ccc(CC)cc4)cnc32)cc1,28,Hantaan virus
CCOc1ccc(-n2nnc3cc(NCc4ccc(CC)cc4)cnc32)cc1,81,Hantaan virus
CCOc1ccc(-n2cnc3cc(CNc4ccc(CC)cc4)ccc32)cc1,12,Hantaan virus
COc1ccc(-n2cnc3cc(N(Cc4ccc(C(C)C)cc4)S(=O)(=O)c4ccc(C)cc4)ccc32)cc1,40,Hantaan virus
COc1ccc(CNc2ccc3c(c2)ncn3-c2ccc(OC)cc2)cc1,45,Hantaan virus
C/C(=N\NC(=O)[C@@H]1C[C@H]1c1ccccc1)c1ccc(NC(=O)c2ccco2)cc1,730,Hantaan virus
COc1ccc(-n2cnc3cc(NCc4ccc(C)cc4)ccc32)cc1,0.2,Hantaan virus
CC(C)Oc1ccc(-c2ccc3ncn(-c4ccc(OC(C)C)cc4)c3n2)cc1,5.21,Hantaan virus
CC(C)Oc1ccc(-c2ccc3ncc(-c4ccc5[nH]ccc5c4)n3c2)cc1,2.68,Hantaan virus
CC(C)Oc1ccc(-c2ncc3ncn(-c4ccc(OC(C)C)cc4)c3n2)cc1,19.55,Hantaan virus
CC(C)Oc1ccc(-c2cnc3ccc(-c4ccc(OC(C)(C)O)cc4)cn23)cc1,0.72,Hantaan virus
Cc1c(-c2ccc(OC(C)C)cc2)ccc2ncc(-c3ccc(OC(C)C)cc3)n12,0.16,Hantaan virus
CC(=O)c1ccc(-c2ccc3ncc(-c4ccc(OC(C)C)cc4)n3c2)cc1,1.22,Hantaan virus
CC(C)Nc1ccc(-c2ccc3ncc(-c4ccc(OC(C)C)cc4)n3c2)cc1,0.2,Hantaan virus
CC(C)Oc1ccc(-c2ccc3ncc(-c4ccc(OC(C)C)cc4)n3n2)cc1,5.32,Hantaan virus
CC(C)Oc1ccc(-c2ccc3ncc(-c4ccc(OC(C)(C)O)cc4)n3c2)cc1,0.34,Hantaan virus
CC(C)Oc1ccc(-c2cnc3ccc(-c4ccc(OC(C)(C)C)cc4)cn23)cc1,0.16,Hantaan virus
CC(C)OC(=O)c1ccc(-c2ccc3ncc(-c4ccc(OC(C)C)cc4)n3c2)cc1,4.27,Hantaan virus
Cc1cc2nnn(-c3ccc(OC(C)C)cc3)c2cc1-c1ccc(OC(C)C)cc1,0.52,Hantaan virus
CC(C)Oc1ccc(-c2cnc3ccc(-c4ccc(OC(F)F)cc4)cn23)cc1,23.94,Hantaan virus
CC(C)Oc1ccc(-c2ccc3nnn(-c4ccc(OC(C)C)cc4)c3c2)cc1,1.4,Hantaan virus
CC(C)Oc1ccc(-c2ccc3ncc(-c4ccc(OC(C)C)nc4)n3c2)cc1,2.32,Hantaan virus
CC(C)Oc1ccc(-c2ccc3ncc(-c4ccc(OC(C)(C)C)cc4)n3c2)cc1,0.11,Hantaan virus
Cc1cc2ncc(-c3ccc(OC(C)C)cc3)n2cc1-c1ccc(OC(C)C)cc1,0.25,Hantaan virus
CC(C)Oc1ccc(-c2cnc3ccc(-c4ccc(O)cc4)cn23)cc1,18.58,Hantaan virus
CC(C)Oc1ccc(-c2ccc3ncn(-c4ccc(OC(C)C)cc4)c3c2)cc1,0.46,Hantaan virus
CC(C)Oc1ccc(-c2cnc3ccc(-c4ccc(OC5CC5)cc4)cn23)cc1,2.7,Hantaan virus
CC(C)Oc1ccc(-c2cnc3ccc(-c4ccc5[nH]ccc5c4)cn23)cc1,1.69,Hantaan virus
COc1cc2ncc(-c3ccc(OC(C)C)cc3)n2cc1-c1ccc(OC(C)C)cc1,3.92,Hantaan virus
CC(C)Oc1ccc(-c2cnc3ncc(-c4ccc(OC(C)C)cc4)n3c2)cc1,1.65,Hantaan virus
CC(C)Oc1ccc(-c2cnc3ccc(-c4ccc(OC(C)C)nc4)cn23)cc1,0.75,Hantaan virus
CC(C)Oc1ccc(-c2cn3c(-c4ccc(OC(C)C)cc4)cnc3cn2)cc1,12.56,Hantaan virus
CC(C)Oc1ccc(-c2cnc3ccc(-c4ccc(C5(N)CC5)cc4)cn23)cc1,7.69,Hantaan virus
CC(C)Oc1ccc(-c2ccc3nnc(-c4ccc(OC(C)C)cc4)n3c2)cc1,2.56,Hantaan virus
CC(C)Oc1ccc(-c2cc3c(cn2)ncn3-c2ccc(OC(C)C)cc2)cc1,14.61,Hantaan virus
Cc1cc(-c2ccc(OC(C)C)cc2)cn2c(-c3ccc(OC(C)C)cc3)cnc12,6.56,Hantaan virus
CC(C)Oc1ccc(-c2ccc3ncc(-c4cccc(OC(C)C)c4)n3c2)cc1,20.62,Hantaan virus
Cc1cc(OC(C)C)ccc1-c1ccc2ncc(-c3ccc(OC(C)C)cc3)n2c1,0.42,Hantaan virus
CC(C)Oc1ccc(-c2ccc3ncc(-c4ccc(OC5CC5)cc4)n3c2)cc1,2.09,Hantaan virus
CC(=O)c1ccc(-c2cnc3ccc(-c4ccc(OC(C)C)cc4)cn23)cc1,13.96,Hantaan virus
Cc1cc2ncc(-c3ccc(OC(C)(C)C)cc3)n2cc1-c1ccc(OC(C)C)cc1,0.17,Hantaan virus
Cc1cc2ncn(-c3ccc(OC(C)C)cc3)c2cc1-c1ccc(OC(C)C)cc1,0.17,Hantaan virus
Cc1cc(-c2ccc3ncc(-c4ccc(OC(C)C)cc4)n3c2)ccc1OC(C)C,0.21,Hantaan virus
CC(C)Oc1ccc(-c2cn3c(-c4ccc(OC(C)C)cc4)cnc3cc2C#N)cc1,0.25,Hantaan virus
Cc1cc2ncn(-c3ccc(OC(C)(C)C)cc3)c2cc1-c1ccc(OC(C)(C)O)cc1,0.12,Hantaan virus
CC(C)Oc1ccc(-c2ccc3ncc(-c4ccc(OC(C)C)cc4)n3c2)cc1,0.47,Hantaan virus
CC(C)Oc1ccc(-c2ccc3ccn(-c4ccc(OC(C)C)cc4)c3c2)cc1,20.64,Hantaan virus
Nc1ncnn2c([C@@H]3N[C@H](CO)[C@@H](O)[C@H]3O)ccc12,200,Hantaan virus
NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,13000,Hantaan virus
Nc1ncc(Br)c2c1ncn2[C@@H]1C=C(CO)[C@@H](O)[C@H]1O,1200,Hantaan virus
NC(=O)c1nc(F)cnc1O,6000,Hantaan virus
Nc1ncc(F)c2c1ncn2[C@@H]1C[C@H](CO)[C@@H](O)[C@H]1O,24000,Hantaan virus
Nc1ncc(F)c2c1ncn2[C@@H]1C[C@H](CCO)[C@@H](O)[C@H]1O,30000,Hantaan virus
Nc1cccc2c1ncn2[C@@H]1C(F)=C(CO)[C@@H](O)[C@H]1O,57600,Hantaan virus
Nc1ncc(Br)c2c1ncn2C1=CC[C@@H](O)[C@H]1O,960,Hantaan virus
Nc1nccc2c1ncn2[C@H]1C=C(CO)[C@H](O)[C@@H]1O,3431.578145,Hantaan virus
Nc1ncnn2c([C@@H]3N[C@H](CO)[C@@H](O)[C@H]3O)ccc12,300,Hantaan virus
Nc1nc(F)cc2c1ncn2C1=C[C@H](CO)[C@@H](O)[C@H]1O,2570,Hantaan virus
C[C@H](NP(=O)(OC[C@H]1O[C@@H](n2cnc(C(N)=O)n2)[C@H](O)[C@@H]1O)Oc1cccc2ccccc12)C(=O)OCc1ccccc1,100000,Hantaan virus
NC(=O)c1ncn([C@@H]2O[C@H](COP(=O)(N[C@@H](Cc3ccccc3)C(=O)OCc3ccccc3)Oc3cccc4ccccc34)[C@@H](O)[C@H]2O)n1,100000,Hantaan virus
NC(=O)c1ncn([C@@H]2O[C@H](COP(=O)(NCC(=O)OCc3ccccc3)Oc3cccc4ccccc34)[C@@H](O)[C@H]2O)n1,58000,Hantaan virus
CC(C(=O)NCc1ccccc1)c1cccc(C(OC(=O)NCc2ccccc2)c2ccccc2)c1,11000,Hantaan virus
O=c1c2ccccc2nc(-c2ccccc2)n1/N=C/c1ccccc1O,8788.118464,Hantaan virus
NC(=O)C(N)O,2000000,Hantaan virus
NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,29000,Hantaan virus
CN1O[C@H](CO)C[C@@H]1c1cc2ccccc2c2ccccc12,32723.18233,Hantaan virus
Nc1ncnc2c1sc1ncn([C@H]3C[C@H](O)[C@@H](CO)O3)c12,100000,Hantaan virus
Nc1ncc(Br)c2c1ncn2[C@@H]1C=C(CO)[C@@H](O)[C@H]1O,250,Hantaan virus
NC(=O)c1nc(F)cnc1O,191000,Hantaan virus
O=c1[nH]cc([C@@H]2C=C(CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,65000,Hantaan virus
Nc1nc(O)c2[nH]cc([C@@H]3C=C(CO)[C@@H](O)[C@H]3O)c2n1,2500,Hantaan virus
COc1cc(CC(C)(O)c2ccc(F)cc2)nc(OC)n1,120000,Hantaan virus
C#Cc1cn(C/C=C2\OC(=O)C(O)=C2O)c(=O)[nH]c1=O,4000,Hantaan virus
Nc1ncc(Cl)c2c1ncn2[C@@H]1C[C@H](O)[C@@H](O)[C@H]1O,24000,Hantaan virus
CCCCCCCCCCCCCCCCOCCCOP(=O)([O-])CO[C@H](C)Cn1cnc2c(N)nc(N)nc21.[Na+],19778.15503,Hantaan virus
CCCCCCCCCCCCCCCCOCCOP1(=O)CO[C@@H](Cn2cnc(N)nc2=O)CO1,30151.70074,Hantaan virus
O=C1N[C@H]2[C@H](O)[C@H](O)[C@@H](O)C[C@@H]2c2cc3c(cc21)OCO3,194.3601459,Hantaan virus
C=CCNC(=S)Nc1ccc(-c2n[nH]c(=S)n2CC)cc1,250422.5881,Hantaan virus
O=c1[nH]c(=O)n(C2C=CC(O)C2)cc1-c1ccco1,20000,Hantaan virus
O=c1ccn([C@H]2S[C@@H](CO)[C@H](O)[C@H]2O)c(=O)[nH]1,1536865.563,Hantaan virus
O=c1ccn([C@@H]2S[C@@H](CO)[C@H](O)[C@H]2O)c(=O)[nH]1,1536865.563,Hantaan virus
Nc1ncnc2c1ncn2[C@@H]1S[C@@H](CO)[C@H](O)[C@H]1O,1411880.978,Hantaan virus
Nc1ncnc2c1ncn2[C@H]1S[C@@H](CO)[C@H](O)[C@H]1O,1411880.978,Hantaan virus
Nc1ccn(C2S[C@@H](CO)[C@H](O)[C@H]2O)c(=O)n1,1542674.226,Hantaan virus
Cc1cn([C@H]2S[C@@H](CO)[C@H](O)[C@H]2O)c(=O)[nH]c1=O,1458257.382,Hantaan virus
O=C1O/C(=C\Cn2cnc3ccn(C/C=C4\OC(=O)C(OCc5ccccc5)=C4OCc4ccccc4)c3c2=O)C(OCc2ccccc2)=C1OCc1ccccc1,6700,Hantaan virus
O=C1O/C(=C\Cn2cnc3c(F)nc(F)c(Cl)c32)C(OCc2ccccc2)=C1OCc1ccccc1,12000,Hantaan virus
O=C1O/C(=C\Cn2cnc3c(Cl)c(F)nc(F)c32)C(OCc2ccccc2)=C1OCc1ccccc1,12000,Hantaan virus
Cc1cn([C@@H]2S[C@@H](CO)[C@H](O)[C@H]2O)c(=O)[nH]c1=O,1458257.382,Hantaan virus
COc1cc(/C=C(\C)c2ccc(F)cc2)nc(OC)n1,40000,Hantaan virus
CC(C)=CCc1cn(C/C=C2\OC(=O)C(OCc3ccccc3)=C2OCc2ccccc2)c(=O)[nH]c1=O,4000,Hantaan virus
COc1nc(C)c(-c2ccccc2)c(OC)n1,40000,Hantaan virus
O[C@H]1[C@H]2c3cc4c(cc3CN3CCC(=C[C@@H]1O)[C@H]23)OCO4,1740.280533,Hantaan virus
C/C(=C/CP(=O)(N[C@@H](C)C(=O)OC(C)C)Oc1cccc2c1CCCC2)Cn1cc(C)c(=O)[nH]c1=O,45000,Hantaan virus
COc1cc(NC(C)CCCNC(=O)/C=C/C(=O)Nc2cccc(C(F)(F)F)c2)c2ncccc2c1,3100,Hantaan virus
COc1cc(NC(C)CCCNC(=O)/C=C/C(=O)Nc2cccc(Cl)c2)c2ncccc2c1,3100,Hantaan virus
O=C1N[C@H]2[C@H](O)[C@H](O)[C@@H](O)C[C@H]2c2cc3c(c(O)c21)OCO3,7113.525399,Hantaan virus
O=C1N[C@H]2[C@H](O)[C@H](O)[C@@H](O)C[C@@H]2c2cc3c(c(O)c21)OCO3,25.86736509,Hantaan virus
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCCS(N)(=O)=O)[nH]c3ccc(Cl)cc23)c1,20000,Hantaan virus
O=c1[nH]c2c(c3cc4c(c(O)c13)OCO4)C[C@H](O)[C@@H](O)[C@H]2O,911.2803489,Hantaan virus
O=c1[nH]c2c(c3cc4c(cc13)OCO4)C[C@H](O)[C@@H](O)[C@H]2O,24720.18128,Hantaan virus
CC(=O)O[C@@H]1[C@@H](O)[C@@H](O)[C@@H]2NC(=O)c3cc4c(cc3[C@H]2[C@H]1O)OCO4,13378.49762,Hantaan virus
CC(=O)O[C@@H]1[C@@H](OC(C)=O)[C@H](O)[C@@H]2c3cc4c(cc3C(=O)N[C@H]2[C@@H]1OC(C)=O)OCO4,5741.978456,Hantaan virus
CC(=O)Oc1c2c(cc3c1C(=O)N[C@H]1[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)C[C@@H]31)OCO2,25135.10117,Hantaan virus
O=C1N[C@@H]2C(=C[C@H](O)[C@@H](O)[C@H]2O)c2cc3c(cc21)OCO3,144.2010575,Hantaan virus
Cc1cn(CN(CCOC(=O)C(C)(C)C)S(=O)(=O)c2ccccc2[N+](=O)[O-])c(=O)[nH]c1=O,100000,Hantaan virus
Nc1ncnc2c1ncn2C[C@H](O)CO,229434.5395,Hantaan virus
O=C1N[C@H]2[C@H](O)[C@H](O)[C@@H](O)C[C@H]2c2cc3c(cc21)OCO3,47735.95199,Hantaan virus
CC(C)(C)C(=O)OCCN(Cn1cc(F)c(=O)[nH]c1=O)S(=O)(=O)c1cccc([N+](=O)[O-])c1,100000,Hantaan virus
Nc1ncnn2c([C@@H]3N[C@H](CO)[C@@H](O)[C@H]3O)ccc12,270,Hantaan virus
O=C(c1ccc([N+](=O)[O-])cc1)n1ccnc1-c1cccc([N+](=O)[O-])c1,295613.1016,Hantaan virus
COc1cc2c(cc1O)[C@@H]1[C@H](O)[C@@H](O)C=C3CCN(C2)[C@H]31,2073.75661,Hantaan virus
