Smiles,nM-value,vVirus name
CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,26,Nipah virus
O=C(Cc1ccc(Cl)cc1)NCC(=O)N1CCN(Cc2ccccc2)CC1,19000,Nipah virus
CCN(CC)CCNc1cc(C)nc2c1ccc1c2ccc2c(NCCN(CC)CC)cc(C)nc21.Cl,5000,Nipah virus
Cc1cc(NCCCN2CCCCC2)c2ccc3c(ccc4c(NCCCN5CCCCC5)cc(C)nc43)c2n1.Cl,5000,Nipah virus
Cc1cc(NCCCN2CCOCC2)c2ccc3c(ccc4c(NCCCN5CCOCC5)cc(C)nc43)c2n1.Cl,2500,Nipah virus
OCCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,3800,Nipah virus
NC(=O)c1nc(F)cnc1O,24000,Nipah virus
Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(F)cc3)sc2c1,980,Nipah virus
Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(-c3ccccc3)sc2c1,300,Nipah virus
Nc1ccc(-c2sc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1,130,Nipah virus
O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2cccc3ccccc23)CC1,3400,Nipah virus
N#Cc1ccc(COc2ccccc2CN2CCN(C(=O)CNC(=O)CC34CC5CC(CC(C5)C3)C4)CC2)cc1,4400,Nipah virus
CNC(=O)c1ccc(COc2ccccc2CN2CCN(C(=O)CNC(=O)CC34CC5CC(CC(C5)C3)C4)CC2)cc1,2100,Nipah virus
CN(C)C(=O)c1ccc(COc2ccccc2CN2CCN(C(=O)CNC(=O)CC34CC5CC(CC(C5)C3)C4)CC2)cc1,3300,Nipah virus
O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2ccccc2OCc2ccncc2)CC1,800,Nipah virus
O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2ccccc2OCc2ccc(C(=O)O)cc2)CC1,4000,Nipah virus
COC(=O)c1ccc(COc2ccccc2CN2CCN(C(=O)CNC(=O)CC34CC5CC(CC(C5)C3)C4)CC2)cc1,13,Nipah virus
O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCC(Cc2ccccc2)CC1,1300,Nipah virus
O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(C(=O)c2ccccc2)CC1,3000,Nipah virus
Cc1cccc(CN2CCN(C(=O)CNC(=O)CC34CC5CC(CC(C5)C3)C4)CC2)c1,1100,Nipah virus
O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2cccc(C(F)(F)F)c2)CC1,2600,Nipah virus
COC(=O)c1cccc(CN2CCN(C(=O)CNC(=O)CC34CC5CC(CC(C5)C3)C4)CC2)c1,14000,Nipah virus
O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2cccnc2)CC1,6800,Nipah virus
COc1ccc(CN2CCN(C(=O)CNC(=O)CC34CC5CC(CC(C5)C3)C4)CC2)cc1,5400,Nipah virus
O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2ccc(Cl)cc2)CC1,2500,Nipah virus
O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2ccc(Br)cc2)CC1,3200,Nipah virus
N#Cc1ccc(CN2CCN(C(=O)CNC(=O)CC34CC5CC(CC(C5)C3)C4)CC2)cc1,8000,Nipah virus
O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2ccc(O)cc2)CC1,7000,Nipah virus
Cc1ccc(CN2CCN(C(=O)CNC(=O)CC34CC5CC(CC(C5)C3)C4)CC2)cc1,1100,Nipah virus
COC(=O)c1ccc(CN2CCN(C(=O)CNC(=O)CC34CC5CC(CC(C5)C3)C4)CC2)cc1,15000,Nipah virus
CC(=O)Nc1ccc(CN2CCN(C(=O)CNC(=O)CC34CC5CC(CC(C5)C3)C4)CC2)cc1,7500,Nipah virus
O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2ccncc2)CC1,14500,Nipah virus
O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2cc(Br)ccc2O)CC1,500,Nipah virus
O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2ccc(Cl)cc2Cl)CC1,6600,Nipah virus
O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2ccc(Cl)c(Cl)c2)CC1,750,Nipah virus
Cc1cc(O)cc(C)c1CN1CCN(C(=O)CNC(=O)CC23CC4CC(CC(C4)C2)C3)CC1,8000,Nipah virus
O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2ccc3ccccc3c2)CC1,3000,Nipah virus
O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2ccccc2OCc2ccccc2[N+](=O)[O-])CC1,1600,Nipah virus
Cc1cccc(COc2ccccc2CN2CCN(C(=O)CNC(=O)CC34CC5CC(CC(C5)C3)C4)CC2)c1,350,Nipah virus
O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2ccccc2OCc2cccc(Br)c2)CC1,2400,Nipah virus
COc1cccc(COc2ccccc2CN2CCN(C(=O)CNC(=O)CC34CC5CC(CC(C5)C3)C4)CC2)c1,1900,Nipah virus
COC(=O)c1cccc(COc2ccccc2CN2CCN(C(=O)CNC(=O)CC34CC5CC(CC(C5)C3)C4)CC2)c1,2400,Nipah virus
O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2ccccc2OCc2cccnc2)CC1,2100,Nipah virus
O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2ccccc2OCc2ccc([N+](=O)[O-])cc2)CC1,1700,Nipah virus
CC(C)CC(NC(=O)CC12CC3CC(CC(C3)C1)C2)C(=O)N1CCN(Cc2ccccc2)CC1,29000,Nipah virus
N#CCC(NC(=O)CC12CC3CC(CC(C3)C1)C2)C(=O)N1CCN(Cc2ccccc2)CC1,22000,Nipah virus
CC(OCc1ccccc1)C(NC(=O)CC12CC3CC(CC(C3)C1)C2)C(=O)N1CCN(Cc2ccccc2)CC1,29000,Nipah virus
O=C(CC12CC3CC(CC(C3)C1)C2)NC(CCC(=O)OCc1ccccc1)C(=O)N1CCN(Cc2ccccc2)CC1,8700,Nipah virus
CN(CC(=O)N1CCN(Cc2ccccc2)CC1)C(=O)CC12CC3CC(CC(C3)C1)C2,6700,Nipah virus
O=C(CC12CC3CC(CC(C3)C1)C2)NCCCC(=O)N1CCN(Cc2ccccc2)CC1,22000,Nipah virus
COc1ccccc1CN1CCN(C(=O)CNC(=O)CC23CC4CC(CC(C4)C2)C3)CC1,2100,Nipah virus
O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2ccccc2OCc2ccccc2)CC1,2000,Nipah virus
O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2ccccc2Cl)CC1,3200,Nipah virus
O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2ccccc2Br)CC1,3400,Nipah virus
N#Cc1ccccc1CN1CCN(C(=O)CNC(=O)CC23CC4CC(CC(C4)C2)C3)CC1,3900,Nipah virus
O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2ccccc2O)CC1,2900,Nipah virus
O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2ccccc2C(F)(F)F)CC1,1800,Nipah virus
COC(=O)c1ccccc1CN1CCN(C(=O)CNC(=O)CC23CC4CC(CC(C4)C2)C3)CC1,8000,Nipah virus
O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2ccccn2)CC1,8500,Nipah virus
COc1cccc(CN2CCN(C(=O)CNC(=O)CC34CC5CC(CC(C5)C3)C4)CC2)c1,2000,Nipah virus
O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2cccc(OCc3ccccc3)c2)CC1,4000,Nipah virus
O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2cccc(Br)c2)CC1,1000,Nipah virus
N#Cc1cccc(CN2CCN(C(=O)CNC(=O)CC34CC5CC(CC(C5)C3)C4)CC2)c1,1200,Nipah virus
O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2ccccc2)CC1,1300,Nipah virus
O=C(NCC(=O)N1CCN(Cc2ccccc2)CC1)C1CCCCC1,27000,Nipah virus
O=C(CNC(=O)C12CC3CC(CC(C3)C1)C2)N1CCN(Cc2ccccc2)CC1,29000,Nipah virus
O=C(CC12CC3CC(CC(C3)C1)C2)NCCC(=O)N1CCN(Cc2ccccc2)CC1,17000,Nipah virus
CN1CCC(Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1,1100,Nipah virus
CC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NNC(=O)OCC(=O)N1CCCc2ccccc21,193,Nipah virus
COc1ccc2c(c1)CCC(c1ccccc1)=C2c1ccc(OCCN2CCCC2)cc1,100,Nipah virus
C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@@]1(C#N)c1ccc2c(N)ncnn12,50000,Nipah virus
CCC(CC)COC(=O)[C@H](C)NP(=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@](C)(O)[C@@H]1O)Oc1ccccc1,13000,Nipah virus
CC(C)OC(=O)[C@H](C)N[P@+]([O-])(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@](C)(O)[C@@H]1OC(=O)C(C)C)Oc1ccccc1,40000,Nipah virus
C1=C2CCCN[C@H]2[C@@H]2C[C@H]1[C@H]1CCCCN1C2,12400,Nipah virus
Nc1ncnc2c1ncn2C1=C[C@H](CO)[C@@H](O)[C@H]1O,380,Nipah virus
Nc1ncnc2c1ncn2C1=C[C@@H](CO)[C@H](O)[C@@H]1O,760,Nipah virus
COc1cc(-c2cnc3c(N4CCOCC4)snc3c2)ccc1N,11860,Nipah virus
COc1ccc2nc3cc(Cl)ccc3c(Nc3cc(CN4CCCC4)c(O)c(CN4CCCC4)c3)c2n1,820,Nipah virus
COc1nc(N)ncc1-c1cn(COCCO)cn1,2200,Nipah virus
Nc1ncc(Br)c2c1ncn2C1=C[C@@H](CO)[C@H](O)[C@@H]1O,3510,Nipah virus
CCC(CC)OC(=O)[C@H](C)N[P@@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,60,Nipah virus
CCC(=C(c1ccc(OCCN2CCCC2)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1,20,Nipah virus
Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2[C@H]1C[C@H](CN2CCCC2)C1,1000,Nipah virus
CCC(CC)COC(=O)[C@H](C)N[P@@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,53,Nipah virus
CC(C)OC(=O)[C@H](C)NP(=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,297,Nipah virus
Cc1[nH]c2c(CN3CC(CO)C(CN4CCCC4)C3)cccc2c1C,1000,Nipah virus
N#C[C@@]1(n2cnc3c(N)ncnc32)O[C@H](CO)[C@@H](O)[C@H]1O,56000,Nipah virus
COc1nc(N)ncc1-c1cn(COCCOC(C)=O)cn1,20000,Nipah virus
C[C@H](NP(=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1)C(=O)OC1CCC1,88,Nipah virus
CCC(CC)COC(=O)[C@H](C)NP(=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,60,Nipah virus
CCOC(=O)[C@H](C)NP(=O)(N[C@@H](C)C(=O)OCC)OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,9102,Nipah virus
C[C@H](NP(=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1)C(=O)OC1CCCC1,120,Nipah virus
CCOC(=O)[C@H](CC)NP(=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,1585,Nipah virus
Nc1nccc2c1ncn2[C@H]1C=C[C@H](O)[C@@H]1O,127023.7685,Nipah virus
C[C@H](NP(=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1)C(=O)OCC(C)(C)C,92,Nipah virus
Cc1ccc(CN2CCCN(C)C3(CCN(C)CC3)C2)cc1C,1000,Nipah virus
CCOC(=O)[C@H](Cc1ccccc1)NP(=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,270,Nipah virus
C#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](COP(=O)(N[C@@H](C)C(=O)OCC(CC)CC)Oc2ccccc2)[C@@H](O)[C@H]1O,3900,Nipah virus
CCC(CC)COC(=O)[C@@H](C)NP(=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,518,Nipah virus
C[C@H](NP(=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1)C(=O)OC(C)(C)C,3790,Nipah virus
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OCCOCn1cnc(-c2cnc(N)nc2OC)c1)Oc1ccccc1,7000,Nipah virus
CCOC(=O)[C@H](C)NP(=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,636,Nipah virus
Nc1ncc(Br)c2c1ncn2[C@H]1C=C[C@H](O)[C@@H]1O,26676.09436,Nipah virus
CCC(CC)OC(=O)[C@H](C)NP(=O)(N[C@@H](C)C(=O)OC(CC)CC)OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,678,Nipah virus
CCC(CC)OC(=O)[C@H](C)NP(=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,845,Nipah virus
CCOC(=O)[C@@H](NP(=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1)C(C)C,3151,Nipah virus
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,4990,Nipah virus
COc1cc(-c2cnc3c(N4CCOC(C)C4)snc3c2)ccc1N,2001,Nipah virus
COc1cc(-c2cnc3c(N4CCO[C@H](C)C4)snc3c2)ccc1N,4345,Nipah virus
COc1cc(-c2cnc3c(N4C[C@@H](C)O[C@@H](C)C4)snc3c2)ccc1N,2436,Nipah virus
COc1cc(-c2cnc3c(N4CCO[C@@H](C)C4)snc3c2)ccc1N,2728,Nipah virus
COc1cccc(CN2CCCC3=C[C@H]4C[C@H](CN5CCCC[C@H]45)[C@@H]32)c1,12100,Nipah virus
Nc1ccc(Br)cc1CN1CCN(C(=O)CNC(=O)CC2CCC(F)(F)CC2)CC1,1740,Nipah virus
CNS(=O)(=O)c1ccc(COc2ccccc2CN2CCN(C(=O)CNC(=O)CC34CC5CC(CC(C5)C3)C4)CC2)cc1,300,Nipah virus
O=C(CC12CC3CC(CC(O)(C3)C1)C2)NCC(=O)N1CCN(Cc2ccccc2OCc2ccc(Br)cc2)CC1,500,Nipah virus
Clc1ccc(CCN2CCCC3=C[C@H]4C[C@H](CN5CCCC[C@H]45)[C@@H]32)cc1Cl,6800,Nipah virus
Cc1ccccc1CN1CCCC2=C[C@H]3C[C@H](CN4CCCC[C@H]34)[C@@H]21,16600,Nipah virus
CS(=O)(=O)c1ccc(CNc2ccc(Cl)cc2CN2CCN(C(=O)CNC(=O)C3CC34CCC(F)(F)CC4)CC2)cc1,9,Nipah virus
COC(=O)c1ccc(Oc2cc(Cl)cc(CN3CCN(C(=O)CNC(=O)CC45CC6CC(CC(C6)C4)C5)CC3)c2)cc1,16,Nipah virus
O=C(CC12CC3(F)CC(F)(CC(F)(C3)C1)C2)NCC(=O)N1CCN(Cc2ccccc2OCc2ccc(Br)cc2)CC1,200,Nipah virus
O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2cc(Cl)cc(F)c2F)CC1,670,Nipah virus
Clc1ccc(CCN2CCCC3=C[C@H]4C[C@H](CN5CCCC[C@H]45)[C@@H]32)cc1,6000,Nipah virus
CCC1(CC)CC1C(=O)NCC(=O)N1CCN(Cc2cc(Cl)ccc2N)CC1,160,Nipah virus
COC(=O)c1ccc(/C=C/c2ccccc2CN2CCN(C(=O)CNC(=O)CC34CC5CC(CC(C5)C3)C4)CC2)cc1,1500,Nipah virus
C1=C2CCCN(Cc3ccccc3)[C@H]2[C@@H]2C[C@H]1[C@H]1CCCCN1C2,15200,Nipah virus
O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2cc(Cl)c(F)cc2F)CC1,370,Nipah virus
COC(=O)c1ccc(COc2ccccc2CN2CCN(C(=O)CNC(=O)CC3CCC(F)(F)CC3)CC2)cc1,50,Nipah virus
COC(=O)c1ccc(COc2ccccc2CN2CCN(C(=O)CNC(=O)CC3CC(F)(F)C3)CC2)cc1,300,Nipah virus
O=C(CC1CCC(F)(F)CC1)NCC(=O)N1CCN(Cc2cc(Br)ccc2O)CC1,790,Nipah virus
COC(=O)c1ccc(COc2ccc(Cl)cc2CN2CCN(C(=O)CNC(=O)CC34CC5CC(CC(C5)C3)C4)CC2)cc1,1.1,Nipah virus
O=C(NCC(=O)N1CCN(Cc2cc(Cl)ccc2O)CC1)C1CC12CCC(F)(F)CC2,180,Nipah virus
CS(=O)(=O)c1ccc(COc2ccc(Cl)cc2CN2CCN(C(=O)CNC(=O)C3CC34CCC(F)(F)CC4)CC2)cc1,19,Nipah virus
CC1(CC(=O)NCC(=O)N2CCN(Cc3ccccc3OCc3ccc(Br)cc3)CC2)CCCCC1,520,Nipah virus
Clc1ccc(CN2CCCC3=C[C@H]4C[C@H](CN5CCCC[C@H]45)[C@@H]32)cc1,11900,Nipah virus
O=C(c1ccc(Cl)c(Cl)c1)N1CCCC2=C[C@H]3C[C@H](CN4CCCC[C@H]34)[C@@H]21,49000,Nipah virus
COS(=O)(=O)c1ccc(COc2ccc(F)cc2CN2CCN(C(=O)CNC(=O)CC34CC5CC(CC(C5)C3)C4)CC2)cc1,5,Nipah virus
NC(=O)c1ccc(Cl)cc1CN1CCN(C(=O)CNC(=O)CC23CC4CC(CC(C4)C2)C3)CC1,1900,Nipah virus
Clc1ccc(CCCN2CCCC3=C[C@H]4C[C@H](CN5CCCC[C@H]45)[C@@H]32)cc1Cl,5800,Nipah virus
Clc1cc(Cl)cc(CN2CCCC3=C[C@H]4C[C@H](CN5CCCC[C@H]45)[C@@H]32)c1,8100,Nipah virus
Clc1ccc(CN2CCCC3=C[C@H]4C[C@H](CN5CCCC[C@H]45)[C@@H]32)cc1Cl,4800,Nipah virus
O=S(=O)(c1ccc(Cl)c(Cl)c1)N1CCCC2=C[C@H]3C[C@H](CN4CCCC[C@H]34)[C@@H]21,24100,Nipah virus
NS(=O)(=O)c1ccc(COc2ccccc2CN2CCN(C(=O)CNC(=O)CC34CC5CC(CC(C5)C3)C4)CC2)cc1,350,Nipah virus
O=C(CC1CCC(F)(F)CC1)NCC(=O)N1CCN(Cc2cc(Cl)ccc2NC(=O)C2CC2)CC1,3500,Nipah virus
O=C(CC12CC3CC(C1)CC(c1ccc(O)c([N+](=O)[O-])c1)(C3)C2)NCC(=O)N1CCN(Cc2ccccc2OCc2ccc(Br)cc2)CC1,600,Nipah virus
Clc1cc(Cl)cc(CCN2CCCC3=C[C@H]4C[C@H](CN5CCCC[C@H]45)[C@@H]32)c1,5700,Nipah virus
CS(=O)(=O)c1ccc(CNc2ccc(Cl)cc2CN2CCN(C(=O)CNC(=O)CC3CCC(F)(F)CC3)CC2)cc1,12,Nipah virus
COC(=O)c1ccc(COc2ccc(OC)cc2CN2CCN(C(=O)CNC(=O)CC34CC5CC(CC(C5)C3)C4)CC2)cc1,1400,Nipah virus
Nc1ccc(Cl)cc1CN1CCN(C(=O)CNC(=O)CC23CC4CC(CC(C4)C2)C3)CC1,90,Nipah virus
COC(=O)c1cccc(-c2ccc(Cl)cc2CN2CCN(C(=O)CNC(=O)CC34CC5CC(CC(C5)C3)C4)CC2)c1,250,Nipah virus
[2H]C([2H])(c1cc(Cl)ccc1N)N1CCN(C(=O)CNC(=O)C2CC23CCC(F)(F)CC3)CC1,51,Nipah virus
O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2cc(F)c(F)cc2Cl)CC1,1450,Nipah virus
COC(=O)c1ccc(COc2ccc(Cl)cc2CN2CCN(C(=O)CNC(=O)CC3CCC(F)(F)CC3)CC2)cc1,15,Nipah virus
Nc1ccc(Cl)cc1CN1CCN(C(=O)CNC(=O)C2CC23CCC3)CC1,2500,Nipah virus
O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2cc(Br)ccc2F)CC1,1200,Nipah virus
COC(=O)c1ccc(COc2ccc(F)cc2CN2CCN(C(=O)CNC(=O)CC3CCC(F)(F)CC3)CC2)cc1,18,Nipah virus
O=C(CC1CCC(F)(F)CC1)NCC(=O)N1CCN(Cc2cc(Cl)cc(F)c2O)CC1,2800,Nipah virus
O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2ccccc2OCc2ccc(Br)cc2)CC1,220,Nipah virus
O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2ccccc2OCc2ccc(-c3ncco3)cc2)CC1,270,Nipah virus
O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2cc(Cl)ccc2O)CC1,200,Nipah virus
O=C(CC1CCC(F)(F)CC1)NCC(=O)N1CCN(Cc2cc(Cl)cc(Cl)c2O)CC1,3600,Nipah virus
Nc1ccc(Cl)cc1CN1CCN(C(=O)CNC(=O)CC2CCC(F)(F)CC2)CC1,340,Nipah virus
NC(=O)c1ccc(COc2ccccc2CN2CCN(C(=O)CNC(=O)CC34CC5CC(CC(C5)C3)C4)CC2)cc1,700,Nipah virus
O=C(c1ccc(Cl)cc1)N1CCCC2=C[C@H]3C[C@H](CN4CCCC[C@H]34)[C@@H]21,34100,Nipah virus
O=C(CC12CC3CC(CC(Br)(C3)C1)C2)NCC(=O)N1CCN(Cc2ccccc2OCc2ccc(Br)cc2)CC1,600,Nipah virus
CN(C)S(=O)(=O)c1ccc(COc2ccccc2CN2CCN(C(=O)CNC(=O)CC34CC5CC(CC(C5)C3)C4)CC2)cc1,400,Nipah virus
CC(=O)Nc1ccc(Cl)cc1CN1CCN(C(=O)CNC(=O)CC23CC4CC(CC(C4)C2)C3)CC1,950,Nipah virus
O=C(c1cc(Cl)cc(Cl)c1)N1CCCC2=C[C@H]3C[C@H](CN4CCCC[C@H]34)[C@@H]21,39800,Nipah virus
N#Cc1ccc(Br)cc1CN1CCN(C(=O)CNC(=O)CC23CC4CC(CC(C4)C2)C3)CC1,310,Nipah virus
Clc1cc(Cl)cc(CCCN2CCCC3=C[C@H]4C[C@H](CN5CCCC[C@H]45)[C@@H]32)c1,6100,Nipah virus
Clc1ccc(CN2CCCC3=C[C@H]4C[C@H](CN5CCCC[C@H]45)[C@@H]32)c(Cl)c1,6600,Nipah virus
O=S(=O)(c1cccs1)N1CCCC2=C[C@H]3C[C@H](CN4CCCC[C@H]34)[C@@H]21,33200,Nipah virus
O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2cc(Cl)ccc2F)CC1,360,Nipah virus
[2H]C([2H])(c1cc(Cl)ccc1N)N1CCN(C(=O)CNC(=O)CC2CCC(F)(F)CC2)CC1,347,Nipah virus
O=S(=O)(c1cc(Cl)cc(Cl)c1)N1CCCC2=C[C@H]3C[C@H](CN4CCCC[C@H]34)[C@@H]21,10600,Nipah virus
