Smiles,nM-value,vVirus name
CN[C@@H]1CC[C@H](c2ccc(Cl)c(Cl)c2)c2ccccc21.Cl,3000,Nipah virus
COC(=O)c1ccc(COc2ccc(Br)cc2CN2CCN(C(=O)CNC(=O)CC34CC5CC(CC(C5)C3)C4)CC2)cc1,9,Nipah virus
CS(=O)(=O)c1ccc(COc2ccc(Cl)cc2CN2CCN(C(=O)CNC(=O)CC3CCC(F)(F)CC3)CC2)cc1,38,Nipah virus
COC(=O)c1ccc(COc2ccc(C#N)cc2CN2CCN(C(=O)CNC(=O)CC34CC5CC(CC(C5)C3)C4)CC2)cc1,50,Nipah virus
COC(=O)c1ccc(COc2ccccc2CN2CCN(C(=O)CNC(=O)CC3CC3(C)C)CC2)cc1,300,Nipah virus
Nc1ccc(Cl)cc1CN1CCN(C(=O)CNC(=O)C2CC23CCC(F)(F)CC3)CC1,100,Nipah virus
COC(=O)c1ccc(COc2ccccc2CN2CCN(C(=O)CNC(=O)CC3CC34CCCCC4)CC2)cc1,73,Nipah virus
Nc1ccc(Cl)cc1CN1CCN(C(=O)CNC(=O)C2CC23CCCC3)CC1,240,Nipah virus
O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2cc(Br)ccc2Cl)CC1,2200,Nipah virus
O=C(CC1CCC(F)(F)CC1)NCC(=O)N1CCN(Cc2cc(Cl)ccc2O)CC1,470,Nipah virus
O=C(CC1CCC(F)(F)CC1)NCC(=O)N1CCN(Cc2cc(Cl)ccc2NS(=O)(=O)C2CC2)CC1,2200,Nipah virus
O=C(CC12CC3CC(C1)CC(c1ccccc1)(C3)C2)NCC(=O)N1CCN(Cc2ccccc2OCc2ccc(Br)cc2)CC1,700,Nipah virus
O=S(=O)(c1ccc(Cl)cc1)N1CCCC2=C[C@H]3C[C@H](CN4CCCC[C@H]34)[C@@H]21,21800,Nipah virus
O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2cc(Cl)cc(Cl)c2Cl)CC1,430,Nipah virus
COC(=O)c1ccc(CCc2ccccc2CN2CCN(C(=O)CNC(=O)CC34CC5CC(CC(C5)C3)C4)CC2)cc1,20,Nipah virus
FC(F)(F)Oc1ccc(CN2CCCC3=C[C@H]4C[C@H](CN5CCCC[C@H]45)[C@@H]32)cc1,10400,Nipah virus
O=C(CC12CC3CC(CC(Cl)(C3)C1)C2)NCC(=O)N1CCN(Cc2ccccc2OCc2ccc(Br)cc2)CC1,500,Nipah virus
O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2c(F)ccc(Cl)c2F)CC1,1350,Nipah virus
Fc1ccc(CN2CCCC3=C[C@H]4C[C@H](CN5CCCC[C@H]45)[C@@H]32)cc1,17000,Nipah virus
COC(=O)c1ccc(COc2ccccc2CN2CCN(C(=O)CNC(=O)CC3(C)CCCCC3)CC2)cc1,80,Nipah virus
Nc1ccc(C2CC2)cc1CN1CCN(C(=O)CNC(=O)C2CC23CCC(F)(F)CC3)CC1,4200,Nipah virus
N#Cc1cccc(S(=O)(=O)N2CCCC3=C[C@H]4C[C@H](CN5CCCC[C@H]45)[C@@H]32)c1,69400,Nipah virus
COC(=O)c1ccc(COc2ccc(F)cc2CN2CCN(C(=O)CNC(=O)CC34CC5CC(CC(C5)C3)C4)CC2)cc1,1.4,Nipah virus
Clc1ccc(CCCN2CCCC3=C[C@H]4C[C@H](CN5CCCC[C@H]45)[C@@H]32)cc1,7100,Nipah virus
COC(=O)c1ccc(COc2ccc(C)cc2CN2CCN(C(=O)CNC(=O)CC34CC5CC(CC(C5)C3)C4)CC2)cc1,12,Nipah virus
COC(=O)c1ccc(COc2ccc(Cl)cc2CN2CCN(C(=O)CNC(=O)C(F)(F)C(F)F)CC2)cc1,160,Nipah virus
COC(=O)c1ccc(COc2ccccc2CN2CCN(C(=O)CNC(=O)CC3(F)CC3)CC2)cc1,2900,Nipah virus
[2H]C([2H])(c1cc(Cl)ccc1NCc1ccc(S(C)(=O)=O)cc1)N1CCN(C(=O)CNC(=O)C2CC23CCC(F)(F)CC3)CC1,21,Nipah virus
C=CCc1ccc(O)c(OC)c1,1300,Nipah virus
Nc1ccnc2c1ncn2[C@@H]1C=C(CO)[C@@H](O)[C@H]1O,4000,Nipah virus
CC1(C)[C@H]2CC[C@]1(C)[C@H](OC(=O)CCN1CCCCC1)C2,47500,Nipah virus
Nc1cccc2c1ncn2[C@@H]1C=C(CO)[C@@H](O)[C@H]1O,2000,Nipah virus
CC1CCN(CCC(=O)O[C@@H]2C[C@@H]3CC[C@@]2(C)C3(C)C)CC1,54300,Nipah virus
CCNCCc1ccc(CN(CC)c2cc(OC)ccc2[C@@H]2CCc3cc(O)ccc3C2)cc1,240,Nipah virus
Cc1cccc(/C=N/Nc2cc(N3CCOCC3)nc(OCCc3ccccn3)n2)c1,10,Nipah virus
CCN(CC)CCNc1ccnc2c(NCCN(CC)CC)ccnc12,14110,Nipah virus
COc1ccc(-c2cnc3[nH]cc(C#Cc4cccnc4)c3c2)cc1OC,1590,Nipah virus
Cc1[nH]nc(-c2ccc(OCCN3CCC(C(N)=O)CC3)cc2O)c1-c1ccc(Cl)cc1,50,Nipah virus
Cl.Cl.Cl.Cl.c1cc(NCCCCN2CCOCC2)c2ccc3c(ccc4c(NCCN5CCOCC5)ccnc43)c2n1,210,Nipah virus
COc1ccc(Br)cc1CNC12CC3CC(C)(CC(C)(C3)C1)C2,908,Nipah virus
c1cc(NCCCCN2CCOCC2)c2nccc(NCCCCN3CCOCC3)c2n1,2240,Nipah virus
Cl.Cl.Cl.Cl.OC(CNc1ccnc2c1ccc1c2ccc2c(NCCN3CCOCC3)ccnc21)CN1CCOCC1,600,Nipah virus
c1cc(NCCCN2CCOCC2)c2nccc(NCCCN3CCOCC3)c2n1,10000,Nipah virus
Cl.Cl.NCCCCNc1ccnc2c1ccc1c2ccc2c(NCCCCN)ccnc21,10000,Nipah virus
CCN(CC)CCCNc1ccnc2cccnc12,10000,Nipah virus
Cl.Cl.Cl.Cl.c1cc(NCCN2CCOCC2)c2ccc3c(ccc4c(NCCN5CCOCC5)ccnc43)c2n1,550,Nipah virus
Nc1ncc(Br)c2c1ncn2[C@H]1C=C(CO)[C@H](O)[C@@H]1O,12310.5783,Nipah virus
CN(C)CCOCCNc1ccnc2c1ccc1c2ccc2c(NCCOCCN(C)C)ccnc21.Cl.Cl.Cl.Cl,3530,Nipah virus
Nc1ncc(Br)c2c1ncn2C1=CC[C@H](O)[C@@H]1O,35110,Nipah virus
CCN(CC)CCCC(C)Nc1ccnc2cccnc12,10000,Nipah virus
Cc1ccccc1C(=O)c1sc2cc(O)ccc2c1Oc1ccc(OCCN2CC(CF)C2)cc1,1020,Nipah virus
Nc1ncc(Br)c2c1ncn2C1=CC[C@@H](O)[C@H]1O,350,Nipah virus
NC(=O)C1CCN(CCOc2ccc(-c3n[nH]cc3-c3ccccc3)c(O)c2)CC1,3100,Nipah virus
COc1ccc(-c2cnc3[nH]cc(NC(=O)c4cccnc4)c3c2)cc1OC,4240,Nipah virus
Cc1cc(F)cc(C)c1C(=O)c1sc2cc(O)ccc2c1Oc1ccc(OCCN2CC(CF)C2)cc1,1320,Nipah virus
CCN(CC)CCCNc1ccnc2c(NCCCN(CC)CC)ccnc12,4820,Nipah virus
Clc1ccc2c(NCCCCNc3ccnc4cccnc34)ccnc2c1,2870,Nipah virus
Nc1nccc2c1ncn2C1=CC[C@@H](O)[C@H]1O,430,Nipah virus
CCN(CC)CCCNc1ccnc2c1ccc1c2ccc2c(NCCN3CCOCC3)ccnc21.Cl.Cl.Cl.Cl,790,Nipah virus
Nc1nccc2c1ncn2[C@H]1C=C(CO)[C@H](O)[C@@H]1O,33171.92207,Nipah virus
Cl.Cl.Cl.Cl.NCCCNc1ccnc2c1ccc1c2ccc2c(NCCCN)ccnc21,10000,Nipah virus
Nc1ncnc2c(C[C@@H]3N[C@H](CO)[C@@H](O)[C@H]3O)c[nH]c12,3400,Nipah virus
CCN(CC)CCCC(C)Nc1ccnc2c(NC(C)CCCN(CC)CC)ccnc12,780,Nipah virus
CC(c1ccc(C(=O)N2CC(C(C)(C)C)c3ccccc32)cc1)N1CCCCC1,870,Nipah virus
CCC12CC3CC(C(=O)N[C@H]4CC[C@H](N)CC4)(C1)CC(c1ccccc1)(C3)C2,140,Nipah virus
O=C(Nc1ccc(SC(F)(F)F)c(Cl)c1)c1ccc(CN2CCCCC2)cc1,1120,Nipah virus
CC12CC3CC(C(=O)N[C@H]4CC[C@H](N)CC4)(C1)CC(c1ccccc1)(C3)C2,240,Nipah virus
CC1CCN(c2ccc(NC(=O)c3ccc(CN4CCOCC4)cc3)cc2C(F)(F)F)CC1,310,Nipah virus
CC12CC3CC(C(=O)N[C@H]4CC[C@H](CN)CC4)(C1)CC(c1ccccc1)(C3)C2,430,Nipah virus
O=C(Nc1ccc(C2CCCCC2)cc1)c1ccc(CN2CCCCC2)c(F)c1,1040,Nipah virus
CC(c1ccc(C(=O)N2CCc3cc(C(C)(C)C)ccc32)cc1)N1CCCCC1,2080,Nipah virus
CC(C)(C)c1ccc(NC(=O)c2ccc(CN3CCCCC3)cc2)c(C(C)(C)C)c1,590,Nipah virus
O=C(Nc1ccc(C23CC4CC(CC(C4)C2)C3)cc1)c1ccc(CN2CCCCC2)cc1,110,Nipah virus
O=C(c1ccc(CN2CCCCC2)cc1)N1CCc2ccc(C(F)(F)F)cc21,3220,Nipah virus
CC(c1ccc(C(=O)Nc2ccc(C3CCCCC3)cc2)cc1)N1CCCCC1,1800,Nipah virus
O=C(Nc1ccc(C23CC4CC(CC(C4)C2)C3)cc1)c1ccc(CN2CCOCC2)cc1,830,Nipah virus
COC(=O)c1ccc(NC(=O)c2ccc(CN3CCCCC3)cc2)cc1,2830,Nipah virus
Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,2240,Nipah virus
CCN(CC)CCOc1ccc2c(c1)C(=O)c1cc(OCCN(CC)CC)ccc1-2,1140,Nipah virus
CCOP(=O)(Cc1cccc(COc2ccccc2OC2CCN(Cc3ccc4nc(-c5ccc(C(F)(F)F)cc5)[nH]c4c3)CC2)c1)OCC,8730,Nipah virus
COc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(-c3ccccc3)sc2c1,260,Nipah virus
CC/C(=C(/c1ccc(NC(=O)CN2CCOCC2)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1,350,Nipah virus
COCCN1CCN(C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](/C=C/S(=O)(=O)c2ccccc2)CCc2ccccc2)CC1,0.04,Nipah virus
CC/C(=C(/c1ccc(NCCN2CCCC2)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1,330,Nipah virus
CCOP(=O)(Cc1ccc(COc2ccccc2OC2CCN(Cc3ccc4nc(-c5ccc(C(F)(F)F)cc5)[nH]c4c3)CC2)cc1)OCC,1730,Nipah virus
COc1ncc(-c2cnn(COCCOC(C)=O)c2)c(OC)n1,8200,Nipah virus
CC/C(=C(/c1ccc(N)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1,130,Nipah virus
COc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(Br)cc3)sc2c1,630,Nipah virus
CC1=C(c2ccc(O)cc2)[C@H](c2ccc(OCCN3CCCCC3)cc2)Oc2ccccc21,1500,Nipah virus
CCOP(=O)(Cc1ccc(COc2ccccc2OC2CCN(Cc3ccc4nc(-c5cccc(C(F)(F)F)c5)[nH]c4c3)CC2)cc1)OCC,29670,Nipah virus
CC/C(=C(/c1ccc(NC(=O)CC2CCN(C)CC2)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1,6,Nipah virus
COc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(Br)cc3)[s+]([O-])c2c1,2140,Nipah virus
CCOP(=O)(Cc1cccc(COc2ccccc2OC2CCN(Cc3ccc4nc(-c5ccccc5)[nH]c4c3)CC2)c1)OCC,1880,Nipah virus
CCOP(=O)(Cc1cccc(COc2ccccc2CC2CCN(Cc3ccc4nc(-c5ccc(OC(F)(F)F)cc5)[nH]c4c3)CC2)c1)OCC,1110,Nipah virus
CCOP(=O)(Cc1ccc(COc2ccccc2OC2CCN(Cc3ccc4nc(-c5ccc(OC(F)(F)F)cc5)[nH]c4c3)CC2)cc1)OCC,1190,Nipah virus
CN(C)CCOc1ccc(/C(=C(\CCCl)c2ccccc2)c2ccccc2)cc1,380,Nipah virus
CC/C(=C(/c1ccc(NC(=O)C2CCN(C)CC2)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1,10,Nipah virus
CCC(c1ccccc1)C(O)(c1ccc(OCCN(C)C)cc1)c1cccc(O)c1,1740,Nipah virus
CC(C)(C)N1CCN(C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](/C=C/S(=O)(=O)c2ccccc2)CCc2ccccc2)CC1,0.04,Nipah virus
CC/C(=C(/c1ccc(NC(=O)N2CCN(C)CC2)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1,30,Nipah virus
CCOP(=O)(Cc1ccc(COc2ccccc2CC2CCN(Cc3ccc4nc(-c5ccccc5)[nH]c4c3)CC2)cc1)OCC,640,Nipah virus
CC1(C)[C@H]2CC[C@]1(C)[C@H](OC(=O)CCN1CCCCC1)C2.Cl,9100,Nipah virus
CC/C(=C(/c1ccc(NC(=O)CN2CCOCC2)cc1)c1ccc(OCCN2CCOCC2)cc1)c1ccccc1,740,Nipah virus
CC/C(=C(/c1ccc(NC(=O)CN2CCN(C)CC2)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1,10,Nipah virus
CCOP(=O)(Cc1cccc(COc2ccccc2CC2CCN(Cc3ccc4nc(-c5ccccc5)[nH]c4c3)CC2)c1)OCC,930,Nipah virus
CCOP(=O)(Cc1cccc(COc2ccccc2CC2CCN(Cc3ccc4nc(-c5cccc(C(F)(F)F)c5)[nH]c4c3)CC2)c1)OCC,1400,Nipah virus
CCOP(=O)(Cc1cccc(COc2ccccc2CC2CCN(Cc3ccc4nc(-c5ccc(C(F)(F)F)cc5)[nH]c4c3)CC2)c1)OCC,1570,Nipah virus
CCCNC(=O)[C@@H]1O[C@H]1C(=O)N[C@@H](Cc1ccc(C)cc1)C(=O)N[C@H](C(=O)N1CCN(Cc2ccccc2)CC1)c1ccccc1,70,Nipah virus
CCOP(=O)(Cc1ccc(COc2ccccc2OC2CCN(Cc3ccc4nc(-c5ccccc5)[nH]c4c3)CC2)cc1)OCC,2950,Nipah virus
CC/C(=C(/c1ccc(NC(=O)C2CCN(C)C2)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1,20,Nipah virus
CCOP(=O)(Cc1cccc(COc2ccccc2CC2CCN(Cc3ccc4nc(-c5cccc(OC(F)(F)F)c5)[nH]c4c3)CC2)c1)OCC,870,Nipah virus
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,6240,Nipah virus
CCOP(=O)(Cc1cccc(COc2ccccc2OC2CCN(Cc3ccc4nc(-c5cccc(C(F)(F)F)c5)[nH]c4c3)CC2)c1)OCC,2490,Nipah virus
CC1CCN(CCC(=O)O[C@@H]2C[C@@H]3CC[C@@]2(C)C3(C)C)CC1.Cl,64700,Nipah virus
CCOP(=O)(Cc1ccc(COc2ccccc2OC2CCN(Cc3ccc4nc(-c5cccc(OC(F)(F)F)c5)[nH]c4c3)CC2)cc1)OCC,2950,Nipah virus
CC/C(=C(/c1ccc(NCCN2CCOCC2)cc1)c1ccc(OCCN2CCOCC2)cc1)c1ccccc1,230,Nipah virus
CCOP(=O)(Cc1cccc(COc2ccccc2OC2CCN(Cc3ccc4nc(-c5ccc(OC(F)(F)F)cc5)[nH]c4c3)CC2)c1)OCC,1970,Nipah virus
CCOP(=O)(Cc1cccc(COc2ccccc2OC2CCN(Cc3ccc4nc(-c5cccc(OC(F)(F)F)c5)[nH]c4c3)CC2)c1)OCC,2080,Nipah virus
CC/C(=C(/c1ccc(NC(=O)C2CCN(C3CCN(C)CC3)CC2)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1,180,Nipah virus
COc1ccc(-c2sc3cc(OC)ccc3c2Oc2ccc(OCCN3CCC(CCNC(=O)CCCCNC(=O)OC(C)(C)C)CC3)cc2)cc1,800,Nipah virus
Nc1nccc2c1ncn2[C@@H]1C(F)=C[C@@H](O)[C@H]1O,120,Nipah virus
Nc1ncc(Br)c2c1ncn2[C@@H]1C(F)=C[C@@H](O)[C@H]1O,110,Nipah virus
Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,1380,Nipah virus
CCSCCCCCCCCCCCC(=O)O[C@@H]1[C@H](O)[C@@H](CO[P@@](=O)(N[C@H](C)C(=O)OCC(CC)CC)Oc2ccccc2)O[C@@]1(C#N)c1ccc2c(N)ncnn12,250,Nipah virus
CCCCCCCCCCOCCC(=O)O[C@@H]1[C@H](O)[C@@H](CO[P@@](=O)(N[C@H](C)C(=O)OCC(CC)CC)Oc2ccccc2)O[C@@]1(C#N)c1ccc2c(N)ncnn12,300,Nipah virus
CCCCCCCCCCOCCC(=O)O[C@H]1[C@@H](O)[C@](C#N)(c2ccc3c(N)ncnn23)O[C@@H]1CO[P@@](=O)(N[C@H](C)C(=O)OCC(CC)CC)Oc1ccccc1,160,Nipah virus
CCCCCCCCCCCCCCCC(=O)O[C@@H]1[C@H](O)[C@@H](CO[P@@](=O)(N[C@H](C)C(=O)OCC(CC)CC)Oc2ccccc2)O[C@@]1(C#N)c1ccc2c(N)ncnn12,7200,Nipah virus
CCC(CC)COC(=O)[C@@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1OC(=O)CCCCCCCCCCCN=[N+]=[N-])Oc1ccccc1,450,Nipah virus
CCCCCCCCCCCCCCCC(=O)O[C@H]1[C@@H](O)[C@](C#N)(c2ccc3c(N)ncnn23)O[C@@H]1CO[P@@](=O)(N[C@H](C)C(=O)OCC(CC)CC)Oc1ccccc1,2900,Nipah virus
CCCCCCCCCCCCCC(=O)O[C@H]1[C@@H](OC(=O)CCCCCCCCCCCCC)[C@](C#N)(c2ccc3c(N)ncnn23)O[C@@H]1CO[P@@](=O)(N[C@H](C)C(=O)OCC(CC)CC)Oc1ccccc1,12100,Nipah virus
CCC(CC)COC(=O)[C@@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](OC(=O)CCCCCCCCCCCN=[N+]=[N-])[C@@H]1O)Oc1ccccc1,190,Nipah virus
CCCCCCCCCCCCCC(=O)O[C@H]1[C@@H](O)[C@](C#N)(c2ccc3c(N)ncnn23)O[C@@H]1CO[P@@](=O)(N[C@H](C)C(=O)OCC(CC)CC)Oc1ccccc1,710,Nipah virus
CCCCCCCCCCCCCC(=O)O[C@@H]1[C@H](O)[C@@H](CO[P@@](=O)(N[C@H](C)C(=O)OCC(CC)CC)Oc2ccccc2)O[C@@]1(C#N)c1ccc2c(N)ncnn12,670,Nipah virus
CCSCCCCCCCCCCCC(=O)O[C@H]1[C@@H](O)[C@](C#N)(c2ccc3c(N)ncnn23)O[C@@H]1CO[P@@](=O)(N[C@H](C)C(=O)OCC(CC)CC)Oc1ccccc1,280,Nipah virus
COc1ccc(S(=O)(=O)N(CC(=O)Nc2ccccc2-c2ccccc2)c2ccc(C)cc2)cc1,8070,Nipah virus
CCN(CC)CC(=O)NNc1ccccc1Sc1cc(Cl)ccc1[N+](=O)[O-],4690,Nipah virus
O=C(CNCCC1CCN(Cc2ccccc2)CC1)Nn1c2ccccc2c2ccccc21,370,Nipah virus
FC(C1=Nc2ccccc2N=C(c2ccccc2)C1)C(F)(F)F,10000,Nipah virus
CCCN1CCN(C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](/C=C/S(=O)(=O)c2ccccc2)CCc2ccccc2)CC1,0.04,Nipah virus
C=C(C)O[C@@H]1[C@@H](OC(C)=O)[C@H](NC(=O)[C@]23CCC(C)(C)C[C@H]2C2=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)CC3=O)O[C@H](COC(C)=O)[C@@H]1OC(C)=O,59.2,Nipah virus
CC(C)N1CCN(C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](/C=C/S(=O)(=O)c2ccccc2)CCc2ccccc2)CC1,0.04,Nipah virus
CCN1CCN(C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](/C=C/S(=O)(=O)c2ccccc2)CCc2ccccc2)CC1,0.04,Nipah virus
CCOc1ccc(NC(=O)CSc2nnc(COc3cccc(N(C)C)c3)n2-c2ccccc2)cc1,10000,Nipah virus
O=C(CN1CCCC1)NNc1ccccc1Sc1cc(Cl)ccc1[N+](=O)[O-],2040,Nipah virus
O=C(N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1)[C@H](Cc1ccccc1)NC(=O)N1CCN(c2ccccc2)CC1,0.04,Nipah virus
C#CN(CCCC1(C)N=N1)C(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2=O,467.3,Nipah virus
C[C@]12CC3CC(C(=O)N[C@H]4CC[C@H](N)CC4)(C1)C[C@@](c1ccccc1)(C3)C2,240,Nipah virus
Cc1c(-c2ccc(O)cc2)nn(-c2ccc(O)cc2)c1-c1ccc(OCCN2CCCCC2)cc1,1310,Nipah virus
CCN(CC)Cc1cc(Nc2ccnc3cc(I)ccc23)ccc1O,640,Nipah virus
CCCCCCCCN(C)Cc1cc(Nc2ccnc3cc(I)ccc23)ccc1O,260,Nipah virus
CCCCCCNCc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,290,Nipah virus
CCCCN(CCCC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,720,Nipah virus
CCN(CC)Cc1cc(Nc2c(Oc3ccccc3)cnc3cc(Cl)ccc23)ccc1O,730,Nipah virus
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,5100,Nipah virus
COC(=O)[C@H]1C[C@H](OCCN)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)C[C@@H]1C(=O)OC,620000,Nipah virus
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,470,Nipah virus
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,12900,Nipah virus
CN1[C@@H]2CC[C@@H]1CC(OC(c1ccccc1)c1ccccc1)C2,2820,Nipah virus
COc1cc2nc(N3CCCN(C)CC3)nc(NC3CCN(Cc4ccccc4)CC3)c2cc1OC,1000,Nipah virus
O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,1400,Nipah virus
CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,1050,Nipah virus
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,16000,Nipah virus
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,1440,Nipah virus
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,1240,Nipah virus
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,100,Nipah virus
CN1CCN(C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](/C=C/S(=O)(=O)c2ccccc2)CCc2ccccc2)CC1,0.36,Nipah virus
O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,1800,Nipah virus
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,209541.6277,Nipah virus
Cn1nc(C(F)(F)F)cc1C(=O)Nc1ccc(S(=O)(=O)N2CCCC2)cc1,75000,Nipah virus
CC(C)C(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NS(=O)(=O)C(Cl)Cl,1900,Nipah virus
CC(C)C(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1N=[N+]=[N-],2200,Nipah virus
NC(=O)c1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2ncnc(N)c12,64.66632178,Nipah virus
Nc1nc(C[C@H](O)CO)nc2nc[nH]c12,1911954.495,Nipah virus
CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,38.41106239,Nipah virus
Nc1nc(=O)n([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)cc1F,20000,Nipah virus
O=c1cc(CCl)oc(CN2CCN(Cc3ccc(F)cc3)CC2)c1O,136.3066354,Nipah virus
O=c1cc(CCl)oc(CN2CCN(Cc3ccc(Cl)c(Cl)c3)CC2)c1O,119.697405,Nipah virus
O=c1cc(CCl)oc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1O,217.6894442,Nipah virus
CC(C)(C)OC(=O)N1CCN(Cc2oc(CCl)cc(=O)c2O)CC1,557.3825316,Nipah virus
O=c1cc(CCl)oc(CN2CCC(O)(c3ccc(Br)cc3)CC2)c1O,116.6289566,Nipah virus
O=c1cc(CCl)oc(CN2CCC(O)(c3ccc(Cl)c(C(F)(F)F)c3)CC2)c1O,110.5558749,Nipah virus
N#Cc1cn(C2OC(CO)CC2O)c2ncnc(N)c12,1453.118756,Nipah virus
Nc1ncnc2c1ccn2C1OC(CO)CC1O,79916.88644,Nipah virus
NC(=O)C(N)O,2000000,Nipah virus
NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,10646.57467,Nipah virus
COc1ccc(Cn2c3ncnc4c(ncn4Cc4ccc(OC)cc4)c-3nc2=O)cc1,28200,Nipah virus
NC1=NCNc2c1ncn2CC(O)CO,47344.00152,Nipah virus
Nc1ncnc2c1CCN2[C@@H]1O[C@H](CO)C[C@H]1O,27748.04773,Nipah virus
Nc1ncnc2c([C@@H]3O[C@H](CO)C[C@H]3O)n[nH]c12,1194029.851,Nipah virus
Nc1ncnc2c1CCN2[C@@H]1O[C@H](CSCCC(N)C(=O)O)C[C@H]1O,270672.6215,Nipah virus
Nc1nc2c(ncn2COCCO)c(=O)[nH]1,53.28360197,Nipah virus
C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](CO)[C@@H](O)[C@H]1O,5230,Nipah virus
COc1ccc(-n2c(SC(C)C(=O)Nc3ccc(C)cc3Cl)nc3ccccc32)cc1,10,Nipah virus
Nc1nccc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,1502.290994,Nipah virus
Nc1ncc(Br)c2c1ncn2[C@@H]1C=C(CO)[C@@H](O)[C@H]1O,500,Nipah virus
Nc1ncnc2c1ccn2[C@H]1C[C@H](O)[C@@H](CO)O1,159833.7729,Nipah virus
NC(=O)c1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c2ncnc(N)c12,3233.316089,Nipah virus
N#C[C@@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1CO,253384.4929,Nipah virus
